"","gene_id","gene_biotype.x","gene_name"
"34724","ENSG00000100350","protein_coding","FOXRED2"
"34725","ENSG00000100351","protein_coding","GRAP2"
"34726","ENSG00000100353","protein_coding","EIF3D"
"34727","ENSG00000100354","protein_coding","TNRC6B"
"34728","ENSG00000100359","protein_coding","SGSM3"
"34729","ENSG00000100360","protein_coding","IFT27"
"34730","ENSG00000100362","protein_coding","PVALB"
"34731","ENSG00000100364","protein_coding","KIAA0930"
"34732","ENSG00000100365","protein_coding","NCF4"
"34733","ENSG00000100368","protein_coding","CSF2RB"
"34734","ENSG00000100372","protein_coding","SLC25A17"
"34735","ENSG00000100373","protein_coding","UPK3A"
"34736","ENSG00000100376","protein_coding","FAM118A"
"34737","ENSG00000100379","protein_coding","KCTD17"
"34738","ENSG00000100380","protein_coding","ST13"
"34739","ENSG00000100385","protein_coding","IL2RB"
"34740","ENSG00000100387","protein_coding","RBX1"
"34741","ENSG00000100393","protein_coding","EP300"
"34742","ENSG00000100395","protein_coding","L3MBTL2"
"34743","ENSG00000100399","protein_coding","CHADL"
"34744","ENSG00000100401","protein_coding","RANGAP1"
"34745","ENSG00000100403","protein_coding","ZC3H7B"
"34746","ENSG00000100410","protein_coding","PHF5A"
"34747","ENSG00000100412","protein_coding","ACO2"
"34748","ENSG00000100413","protein_coding","POLR3H"
"34749","ENSG00000100416","protein_coding","TRMU"
"34750","ENSG00000100417","protein_coding","PMM1"
"34751","ENSG00000100418","protein_coding","DESI1"
"34752","ENSG00000100422","protein_coding","CERK"
"34753","ENSG00000100425","protein_coding","BRD1"
"34754","ENSG00000100426","protein_coding","ZBED4"
"34755","ENSG00000100427","protein_coding","MLC1"
"34756","ENSG00000100429","protein_coding","HDAC10"
"34757","ENSG00000100433","protein_coding","KCNK10"
"34758","ENSG00000100439","protein_coding","ABHD4"
"34759","ENSG00000100441","protein_coding","KHNYN"
"34760","ENSG00000100442","protein_coding","FKBP3"
"34761","ENSG00000100445","protein_coding","SDR39U1"
"34762","ENSG00000100448","protein_coding","CTSG"
"34763","ENSG00000100450","protein_coding","GZMH"
"34764","ENSG00000100453","protein_coding","GZMB"
"34765","ENSG00000100461","protein_coding","RBM23"
"34766","ENSG00000100462","protein_coding","PRMT5"
"34767","ENSG00000100473","protein_coding","COCH"
"34768","ENSG00000100478","protein_coding","AP4S1"
"34769","ENSG00000100479","protein_coding","POLE2"
"34770","ENSG00000100483","protein_coding","VCPKMT"
"34771","ENSG00000100485","protein_coding","SOS2"
"34772","ENSG00000100490","protein_coding","CDKL1"
"34773","ENSG00000100503","protein_coding","NIN"
"34774","ENSG00000100504","protein_coding","PYGL"
"34775","ENSG00000100505","protein_coding","TRIM9"
"34776","ENSG00000100519","protein_coding","PSMC6"
"34777","ENSG00000100522","protein_coding","GNPNAT1"
"34778","ENSG00000100523","protein_coding","DDHD1"
"34779","ENSG00000100526","protein_coding","CDKN3"
"34780","ENSG00000100528","protein_coding","CNIH1"
"34781","ENSG00000100532","protein_coding","CGRRF1"
"34782","ENSG00000100554","protein_coding","ATP6V1D"
"34783","ENSG00000100557","protein_coding","CCDC198"
"34784","ENSG00000100558","protein_coding","PLEK2"
"34785","ENSG00000100564","protein_coding","PIGH"
"34786","ENSG00000100565","protein_coding","LRRC74A"
"34787","ENSG00000100567","protein_coding","PSMA3"
"34788","ENSG00000100568","protein_coding","VTI1B"
"34789","ENSG00000100575","protein_coding","TIMM9"
"34790","ENSG00000100577","protein_coding","GSTZ1"
"34791","ENSG00000100578","protein_coding","KIAA0586"
"34792","ENSG00000100580","protein_coding","TMED8"
"34793","ENSG00000100583","protein_coding","SAMD15"
"34794","ENSG00000100591","protein_coding","AHSA1"
"34795","ENSG00000100592","protein_coding","DAAM1"
"34796","ENSG00000100593","protein_coding","ISM2"
"34797","ENSG00000100596","protein_coding","SPTLC2"
"34798","ENSG00000100599","protein_coding","RIN3"
"34799","ENSG00000100600","protein_coding","LGMN"
"34800","ENSG00000100601","protein_coding","ALKBH1"
"34801","ENSG00000100603","protein_coding","SNW1"
"34802","ENSG00000100604","protein_coding","CHGA"
"34803","ENSG00000100605","protein_coding","ITPK1"
"34804","ENSG00000100612","protein_coding","DHRS7"
"34805","ENSG00000100614","protein_coding","PPM1A"
"34806","ENSG00000100625","protein_coding","SIX4"
"34807","ENSG00000100626","protein_coding","GALNT16"
"34808","ENSG00000100628","protein_coding","ASB2"
"34809","ENSG00000100629","protein_coding","CEP128"
"34810","ENSG00000100632","protein_coding","ERH"
"34811","ENSG00000100644","protein_coding","HIF1A"
"34812","ENSG00000100647","protein_coding","SUSD6"
"34813","ENSG00000100650","protein_coding","SRSF5"
"34814","ENSG00000100652","protein_coding","SLC10A1"
"34815","ENSG00000100664","protein_coding","EIF5"
"34816","ENSG00000100665","protein_coding","SERPINA4"
"34817","ENSG00000100678","protein_coding","SLC8A3"
"34818","ENSG00000100697","protein_coding","DICER1"
"34819","ENSG00000100711","protein_coding","ZFYVE21"
"34820","ENSG00000100714","protein_coding","MTHFD1"
"34821","ENSG00000100721","protein_coding","TCL1A"
"34822","ENSG00000100722","protein_coding","ZC3H14"
"34823","ENSG00000100726","protein_coding","TELO2"
"34824","ENSG00000100731","protein_coding","PCNX1"
"34825","ENSG00000100739","protein_coding","BDKRB1"
"34826","ENSG00000100744","protein_coding","GSKIP"
"34827","ENSG00000100749","protein_coding","VRK1"
"34828","ENSG00000100764","protein_coding","PSMC1"
"34829","ENSG00000100767","protein_coding","PAPLN"
"34830","ENSG00000100784","protein_coding","RPS6KA5"
"34831","ENSG00000100796","protein_coding","PPP4R3A"
"34832","ENSG00000100802","protein_coding","C14orf93"
"34833","ENSG00000100804","protein_coding","PSMB5"
"34834","ENSG00000100811","protein_coding","YY1"
"34835","ENSG00000100813","protein_coding","ACIN1"
"34836","ENSG00000100814","protein_coding","CCNB1IP1"
"34837","ENSG00000100815","protein_coding","TRIP11"
"34838","ENSG00000100823","protein_coding","APEX1"
"34839","ENSG00000100836","protein_coding","PABPN1"
"34840","ENSG00000100842","protein_coding","EFS"
"34841","ENSG00000100852","protein_coding","ARHGAP5"
"34842","ENSG00000100865","protein_coding","CINP"
"34843","ENSG00000100867","protein_coding","DHRS2"
"34844","ENSG00000100883","protein_coding","SRP54"
"34845","ENSG00000100884","protein_coding","CPNE6"
"34846","ENSG00000100888","protein_coding","CHD8"
"34847","ENSG00000100889","protein_coding","PCK2"
"34848","ENSG00000100890","protein_coding","PRORP"
"34849","ENSG00000100897","protein_coding","DCAF11"
"34850","ENSG00000100902","protein_coding","PSMA6"
"34851","ENSG00000100906","protein_coding","NFKBIA"
"34852","ENSG00000100908","protein_coding","EMC9"
"34853","ENSG00000100911","protein_coding","PSME2"
"34854","ENSG00000100916","protein_coding","BRMS1L"
"34855","ENSG00000100918","protein_coding","REC8"
"34856","ENSG00000100926","protein_coding","TM9SF1"
"34857","ENSG00000100934","protein_coding","SEC23A"
"34858","ENSG00000100938","protein_coding","GMPR2"
"34859","ENSG00000100941","protein_coding","PNN"
"34860","ENSG00000100949","protein_coding","RABGGTA"
"34861","ENSG00000100968","protein_coding","NFATC4"
"34862","ENSG00000100979","protein_coding","PLTP"
"34863","ENSG00000100982","protein_coding","PCIF1"
"34864","ENSG00000100983","protein_coding","GSS"
"34865","ENSG00000100985","protein_coding","MMP9"
"34866","ENSG00000100987","protein_coding","VSX1"
"34867","ENSG00000100991","protein_coding","TRPC4AP"
"34868","ENSG00000100994","protein_coding","PYGB"
"34869","ENSG00000100997","protein_coding","ABHD12"
"34870","ENSG00000101000","protein_coding","PROCR"
"34871","ENSG00000101003","protein_coding","GINS1"
"34872","ENSG00000101004","protein_coding","NINL"
"34873","ENSG00000101017","protein_coding","CD40"
"34874","ENSG00000101019","protein_coding","UQCC1"
"34875","ENSG00000101040","protein_coding","ZMYND8"
"34876","ENSG00000101049","protein_coding","SGK2"
"34877","ENSG00000101052","protein_coding","IFT52"
"34878","ENSG00000101057","protein_coding","MYBL2"
"34879","ENSG00000101074","protein_coding","R3HDML"
"34880","ENSG00000101076","protein_coding","HNF4A"
"34881","ENSG00000101079","protein_coding","NDRG3"
"34882","ENSG00000101082","protein_coding","SLA2"
"34883","ENSG00000101084","protein_coding","RAB5IF"
"34884","ENSG00000101096","protein_coding","NFATC2"
"34885","ENSG00000101098","protein_coding","RIMS4"
"34886","ENSG00000101104","protein_coding","PABPC1L"
"34887","ENSG00000101109","protein_coding","STK4"
"34888","ENSG00000101115","protein_coding","SALL4"
"34889","ENSG00000101126","protein_coding","ADNP"
"34890","ENSG00000101132","protein_coding","PFDN4"
"34891","ENSG00000101134","protein_coding","DOK5"
"34892","ENSG00000101138","protein_coding","CSTF1"
"34893","ENSG00000101144","protein_coding","BMP7"
"34894","ENSG00000101146","protein_coding","RAE1"
"34895","ENSG00000101150","protein_coding","TPD52L2"
"34896","ENSG00000101152","protein_coding","DNAJC5"
"34897","ENSG00000101158","protein_coding","NELFCD"
"34898","ENSG00000101160","protein_coding","CTSZ"
"34899","ENSG00000101161","protein_coding","PRPF6"
"34900","ENSG00000101162","protein_coding","TUBB1"
"34901","ENSG00000101166","protein_coding","PRELID3B"
"34902","ENSG00000101180","protein_coding","HRH3"
"34903","ENSG00000101181","protein_coding","MTG2"
"34904","ENSG00000101182","protein_coding","PSMA7"
"34905","ENSG00000101187","protein_coding","SLCO4A1"
"34906","ENSG00000101188","protein_coding","NTSR1"
"34907","ENSG00000101189","protein_coding","MRGBP"
"34908","ENSG00000101190","protein_coding","TCFL5"
"34909","ENSG00000101191","protein_coding","DIDO1"
"34910","ENSG00000101193","protein_coding","GID8"
"34911","ENSG00000101194","protein_coding","SLC17A9"
"34912","ENSG00000101197","protein_coding","BIRC7"
"34913","ENSG00000101198","protein_coding","NKAIN4"
"34914","ENSG00000101199","protein_coding","ARFGAP1"
"34915","ENSG00000101200","protein_coding","AVP"
"34916","ENSG00000101203","protein_coding","COL20A1"
"34917","ENSG00000101204","protein_coding","CHRNA4"
"34918","ENSG00000101210","protein_coding","EEF1A2"
"34919","ENSG00000101213","protein_coding","PTK6"
"34920","ENSG00000101216","protein_coding","GMEB2"
"34921","ENSG00000101220","protein_coding","C20orf27"
"34922","ENSG00000101222","protein_coding","SPEF1"
"34923","ENSG00000101224","protein_coding","CDC25B"
"34924","ENSG00000101230","protein_coding","ISM1"
"34925","ENSG00000101236","protein_coding","RNF24"
"34926","ENSG00000101246","protein_coding","ARFRP1"
"34927","ENSG00000101247","protein_coding","NDUFAF5"
"34928","ENSG00000101251","protein_coding","SEL1L2"
"34929","ENSG00000101255","protein_coding","TRIB3"
"34930","ENSG00000101265","protein_coding","RASSF2"
"34931","ENSG00000101266","protein_coding","CSNK2A1"
"34932","ENSG00000101276","protein_coding","SLC52A3"
"34933","ENSG00000101280","protein_coding","ANGPT4"
"34934","ENSG00000101282","protein_coding","RSPO4"
"34935","ENSG00000101290","protein_coding","CDS2"
"34936","ENSG00000101292","protein_coding","PROKR2"
"34937","ENSG00000101294","protein_coding","HM13"
"34938","ENSG00000101298","protein_coding","SNPH"
"34939","ENSG00000101306","protein_coding","MYLK2"
"34940","ENSG00000101307","protein_coding","SIRPB1"
"34941","ENSG00000101310","protein_coding","SEC23B"
"34942","ENSG00000101311","protein_coding","FERMT1"
"34943","ENSG00000101323","protein_coding","HAO1"
"34944","ENSG00000101327","protein_coding","PDYN"
"34945","ENSG00000101331","protein_coding","CCM2L"
"34946","ENSG00000101333","protein_coding","PLCB4"
"34947","ENSG00000101335","protein_coding","MYL9"
"34948","ENSG00000101336","protein_coding","HCK"
"34949","ENSG00000101337","protein_coding","TM9SF4"
"34950","ENSG00000101342","protein_coding","TLDC2"
"34951","ENSG00000101343","protein_coding","CRNKL1"
"34952","ENSG00000101346","protein_coding","POFUT1"
"34953","ENSG00000101347","protein_coding","SAMHD1"
"34954","ENSG00000101349","protein_coding","PAK5"
"34955","ENSG00000101350","protein_coding","KIF3B"
"34956","ENSG00000101353","protein_coding","MROH8"
"34957","ENSG00000101361","protein_coding","NOP56"
"34958","ENSG00000101363","protein_coding","MANBAL"
"34959","ENSG00000101365","protein_coding","IDH3B"
"34960","ENSG00000101367","protein_coding","MAPRE1"
"34961","ENSG00000101384","protein_coding","JAG1"
"34962","ENSG00000101391","protein_coding","CDK5RAP1"
"34963","ENSG00000101400","protein_coding","SNTA1"
"34964","ENSG00000101405","protein_coding","OXT"
"34965","ENSG00000101407","protein_coding","TTI1"
"34966","ENSG00000101412","protein_coding","E2F1"
"34967","ENSG00000101413","protein_coding","RPRD1B"
"34968","ENSG00000101417","protein_coding","PXMP4"
"34969","ENSG00000101421","protein_coding","CHMP4B"
"34970","ENSG00000101425","protein_coding","BPI"
"34971","ENSG00000101435","protein_coding","CST9L"
"34972","ENSG00000101438","protein_coding","SLC32A1"
"34973","ENSG00000101439","protein_coding","CST3"
"34974","ENSG00000101440","protein_coding","ASIP"
"34975","ENSG00000101441","protein_coding","CST4"
"34976","ENSG00000101442","protein_coding","ACTR5"
"34977","ENSG00000101443","protein_coding","WFDC2"
"34978","ENSG00000101444","protein_coding","AHCY"
"34979","ENSG00000101445","protein_coding","PPP1R16B"
"34980","ENSG00000101446","protein_coding","SPINT3"
"34981","ENSG00000101447","protein_coding","FAM83D"
"34982","ENSG00000101448","protein_coding","EPPIN"
"34983","ENSG00000101452","protein_coding","DHX35"
"34984","ENSG00000101457","protein_coding","DNTTIP1"
"34985","ENSG00000101460","protein_coding","MAP1LC3A"
"34986","ENSG00000101463","protein_coding","SYNDIG1"
"34987","ENSG00000101464","protein_coding","PIGU"
"34988","ENSG00000101470","protein_coding","TNNC2"
"34989","ENSG00000101473","protein_coding","ACOT8"
"34990","ENSG00000101474","protein_coding","APMAP"
"34991","ENSG00000101489","protein_coding","CELF4"
"34992","ENSG00000101493","protein_coding","ZNF516"
"34993","ENSG00000101542","protein_coding","CDH20"
"34994","ENSG00000101544","protein_coding","ADNP2"
"34995","ENSG00000101546","protein_coding","RBFA"
"34996","ENSG00000101557","protein_coding","USP14"
"34997","ENSG00000101558","protein_coding","VAPA"
"34998","ENSG00000101574","protein_coding","METTL4"
"34999","ENSG00000101577","protein_coding","LPIN2"
"35000","ENSG00000101596","protein_coding","SMCHD1"
"35001","ENSG00000101605","protein_coding","MYOM1"
"35002","ENSG00000101608","protein_coding","MYL12A"
"35003","ENSG00000101624","protein_coding","CEP76"
"35004","ENSG00000101638","protein_coding","ST8SIA5"
"35005","ENSG00000101639","protein_coding","CEP192"
"35006","ENSG00000101654","protein_coding","RNMT"
"35007","ENSG00000101665","protein_coding","SMAD7"
"35008","ENSG00000101670","protein_coding","LIPG"
"35009","ENSG00000101680","protein_coding","LAMA1"
"35010","ENSG00000101695","protein_coding","RNF125"
"35011","ENSG00000101745","protein_coding","ANKRD12"
"35012","ENSG00000101746","protein_coding","NOL4"
"35013","ENSG00000101751","protein_coding","POLI"
"35014","ENSG00000101752","protein_coding","MIB1"
"35015","ENSG00000101773","protein_coding","RBBP8"
"35016","ENSG00000101782","protein_coding","RIOK3"
"35017","ENSG00000101811","protein_coding","CSTF2"
"35018","ENSG00000101812","protein_coding","H2BW2"
"35019","ENSG00000101825","protein_coding","MXRA5"
"35020","ENSG00000101842","protein_coding","VSIG1"
"35021","ENSG00000101843","protein_coding","PSMD10"
"35022","ENSG00000101844","protein_coding","ATG4A"
"35023","ENSG00000101846","protein_coding","STS"
"35024","ENSG00000101849","protein_coding","TBL1X"
"35025","ENSG00000101850","protein_coding","GPR143"
"35026","ENSG00000101856","protein_coding","PGRMC1"
"35027","ENSG00000101868","protein_coding","POLA1"
"35028","ENSG00000101871","protein_coding","MID1"
"35029","ENSG00000101882","protein_coding","NKAP"
"35030","ENSG00000101883","protein_coding","RHOXF1"
"35031","ENSG00000101888","protein_coding","NXT2"
"35032","ENSG00000101890","protein_coding","GUCY2F"
"35033","ENSG00000101892","protein_coding","ATP1B4"
"35034","ENSG00000101898","protein_coding","MCTS2P"
"35035","ENSG00000101901","protein_coding","ALG13"
"35036","ENSG00000101911","protein_coding","PRPS2"
"35037","ENSG00000101916","protein_coding","TLR8"
"35038","ENSG00000101928","protein_coding","MOSPD1"
"35039","ENSG00000101935","protein_coding","AMMECR1"
"35040","ENSG00000101938","protein_coding","CHRDL1"
"35041","ENSG00000101940","protein_coding","WDR13"
"35042","ENSG00000101945","protein_coding","SUV39H1"
"35043","ENSG00000101951","protein_coding","PAGE4"
"35044","ENSG00000101955","protein_coding","SRPX"
"35045","ENSG00000101958","protein_coding","GLRA2"
"35046","ENSG00000101966","protein_coding","XIAP"
"35047","ENSG00000101972","protein_coding","STAG2"
"35048","ENSG00000101974","protein_coding","ATP11C"
"35049","ENSG00000101977","protein_coding","MCF2"
"35050","ENSG00000101981","protein_coding","F9"
"35051","ENSG00000101986","protein_coding","ABCD1"
"35052","ENSG00000101997","protein_coding","CCDC22"
"35053","ENSG00000102001","protein_coding","CACNA1F"
"35054","ENSG00000102003","protein_coding","SYP"
"35055","ENSG00000102007","protein_coding","PLP2"
"35056","ENSG00000102010","protein_coding","BMX"
"35057","ENSG00000102021","protein_coding","LUZP4"
"35058","ENSG00000102024","protein_coding","PLS3"
"35059","ENSG00000102030","protein_coding","NAA10"
"35060","ENSG00000102032","protein_coding","RENBP"
"35061","ENSG00000102034","protein_coding","ELF4"
"35062","ENSG00000102038","protein_coding","SMARCA1"
"35063","ENSG00000102043","protein_coding","MTMR8"
"35064","ENSG00000102048","protein_coding","ASB9"
"35065","ENSG00000102053","protein_coding","ZC3H12B"
"35066","ENSG00000102054","protein_coding","RBBP7"
"35067","ENSG00000102055","protein_coding","PPP1R2C"
"35068","ENSG00000102057","protein_coding","KCND1"
"35069","ENSG00000102076","protein_coding","OPN1LW"
"35070","ENSG00000102078","protein_coding","SLC25A14"
"35071","ENSG00000102081","protein_coding","FMR1"
"35072","ENSG00000102096","protein_coding","PIM2"
"35073","ENSG00000102098","protein_coding","SCML2"
"35074","ENSG00000102100","protein_coding","SLC35A2"
"35075","ENSG00000102103","protein_coding","PQBP1"
"35076","ENSG00000102104","protein_coding","RS1"
"35077","ENSG00000102109","protein_coding","PCSK1N"
"35078","ENSG00000102119","protein_coding","EMD"
"35079","ENSG00000102125","protein_coding","TAFAZZIN"
"35080","ENSG00000102128","protein_coding","RAB40AL"
"35081","ENSG00000102144","protein_coding","PGK1"
"35082","ENSG00000102145","protein_coding","GATA1"
"35083","ENSG00000102158","protein_coding","MAGT1"
"35084","ENSG00000102172","protein_coding","SMS"
"35085","ENSG00000102174","protein_coding","PHEX"
"35086","ENSG00000102178","protein_coding","UBL4A"
"35087","ENSG00000102181","protein_coding","CD99L2"
"35088","ENSG00000102189","protein_coding","EEA1"
"35089","ENSG00000102195","protein_coding","GPR50"
"35090","ENSG00000102218","protein_coding","RP2"
"35091","ENSG00000102221","protein_coding","JADE3"
"35092","ENSG00000102225","protein_coding","CDK16"
"35093","ENSG00000102226","protein_coding","USP11"
"35094","ENSG00000102230","protein_coding","PCYT1B"
"35095","ENSG00000102239","protein_coding","BRS3"
"35096","ENSG00000102241","protein_coding","HTATSF1"
"35097","ENSG00000102243","protein_coding","VGLL1"
"35098","ENSG00000102245","protein_coding","CD40LG"
"35099","ENSG00000102265","protein_coding","TIMP1"
"35100","ENSG00000102271","protein_coding","KLHL4"
"35101","ENSG00000102287","protein_coding","GABRE"
"35102","ENSG00000102290","protein_coding","PCDH11X"
"35103","ENSG00000102302","protein_coding","FGD1"
"35104","ENSG00000102309","protein_coding","PIN4"
"35105","ENSG00000102312","protein_coding","PORCN"
"35106","ENSG00000102313","protein_coding","ITIH6"
"35107","ENSG00000102316","protein_coding","MAGED2"
"35108","ENSG00000102317","protein_coding","RBM3"
"35109","ENSG00000102349","protein_coding","KLF8"
"35110","ENSG00000102359","protein_coding","SRPX2"
"35111","ENSG00000102362","protein_coding","SYTL4"
"35112","ENSG00000102383","protein_coding","ZDHHC15"
"35113","ENSG00000102384","protein_coding","CENPI"
"35114","ENSG00000102385","protein_coding","DRP2"
"35115","ENSG00000102387","protein_coding","TAF7L"
"35116","ENSG00000102390","protein_coding","PBDC1"
"35117","ENSG00000102393","protein_coding","GLA"
"35118","ENSG00000102401","protein_coding","ARMCX3"
"35119","ENSG00000102409","protein_coding","BEX4"
"35120","ENSG00000102445","protein_coding","RUBCNL"
"35121","ENSG00000102452","protein_coding","NALCN"
"35122","ENSG00000102466","protein_coding","FGF14"
"35123","ENSG00000102468","protein_coding","HTR2A"
"35124","ENSG00000102471","protein_coding","NDFIP2"
"35125","ENSG00000102524","protein_coding","TNFSF13B"
"35126","ENSG00000102531","protein_coding","FNDC3A"
"35127","ENSG00000102539","protein_coding","MLNR"
"35128","ENSG00000102543","protein_coding","CDADC1"
"35129","ENSG00000102547","protein_coding","CAB39L"
"35130","ENSG00000102554","protein_coding","KLF5"
"35131","ENSG00000102572","protein_coding","STK24"
"35132","ENSG00000102575","protein_coding","ACP5"
"35133","ENSG00000102580","protein_coding","DNAJC3"
"35134","ENSG00000102595","protein_coding","UGGT2"
"35135","ENSG00000102606","protein_coding","ARHGEF7"
"35136","ENSG00000102678","protein_coding","FGF9"
"35137","ENSG00000102683","protein_coding","SGCG"
"35138","ENSG00000102699","protein_coding","PARP4"
"35139","ENSG00000102710","protein_coding","SUPT20H"
"35140","ENSG00000102738","protein_coding","MRPS31"
"35141","ENSG00000102743","protein_coding","SLC25A15"
"35142","ENSG00000102753","protein_coding","KPNA3"
"35143","ENSG00000102755","protein_coding","FLT1"
"35144","ENSG00000102760","protein_coding","RGCC"
"35145","ENSG00000102763","protein_coding","VWA8"
"35146","ENSG00000102780","protein_coding","DGKH"
"35147","ENSG00000102781","protein_coding","KATNAL1"
"35148","ENSG00000102786","protein_coding","INTS6"
"35149","ENSG00000102794","protein_coding","ACOD1"
"35150","ENSG00000102796","protein_coding","DHRS12"
"35151","ENSG00000102802","protein_coding","MEDAG"
"35152","ENSG00000102804","protein_coding","TSC22D1"
"35153","ENSG00000102805","protein_coding","CLN5"
"35154","ENSG00000102837","protein_coding","OLFM4"
"35155","ENSG00000102854","protein_coding","MSLN"
"35156","ENSG00000102858","protein_coding","MGRN1"
"35157","ENSG00000102870","protein_coding","ZNF629"
"35158","ENSG00000102871","protein_coding","TRADD"
"35159","ENSG00000102878","protein_coding","HSF4"
"35160","ENSG00000102879","protein_coding","CORO1A"
"35161","ENSG00000102882","protein_coding","MAPK3"
"35162","ENSG00000102886","protein_coding","GDPD3"
"35163","ENSG00000102890","protein_coding","ELMO3"
"35164","ENSG00000102891","protein_coding","MT4"
"35165","ENSG00000102893","protein_coding","PHKB"
"35166","ENSG00000102897","protein_coding","LYRM1"
"35167","ENSG00000102898","protein_coding","NUTF2"
"35168","ENSG00000102900","protein_coding","NUP93"
"35169","ENSG00000102901","protein_coding","CENPT"
"35170","ENSG00000102904","protein_coding","TSNAXIP1"
"35171","ENSG00000102908","protein_coding","NFAT5"
"35172","ENSG00000102910","protein_coding","LONP2"
"35173","ENSG00000102921","protein_coding","N4BP1"
"35174","ENSG00000102924","protein_coding","CBLN1"
"35175","ENSG00000102931","protein_coding","ARL2BP"
"35176","ENSG00000102934","protein_coding","PLLP"
"35177","ENSG00000102935","protein_coding","ZNF423"
"35178","ENSG00000102962","protein_coding","CCL22"
"35179","ENSG00000102967","protein_coding","DHODH"
"35180","ENSG00000102970","protein_coding","CCL17"
"35181","ENSG00000102974","protein_coding","CTCF"
"35182","ENSG00000102977","protein_coding","ACD"
"35183","ENSG00000102978","protein_coding","POLR2C"
"35184","ENSG00000102981","protein_coding","PARD6A"
"35185","ENSG00000102984","protein_coding","ZNF821"
"35186","ENSG00000102996","protein_coding","MMP15"
"35187","ENSG00000103005","protein_coding","USB1"
"35188","ENSG00000103018","protein_coding","CYB5B"
"35189","ENSG00000103021","protein_coding","CCDC113"
"35190","ENSG00000103023","protein_coding","PRSS54"
"35191","ENSG00000103024","protein_coding","NME3"
"35192","ENSG00000103034","protein_coding","NDRG4"
"35193","ENSG00000103035","protein_coding","PSMD7"
"35194","ENSG00000103037","protein_coding","SETD6"
"35195","ENSG00000103042","protein_coding","SLC38A7"
"35196","ENSG00000103043","protein_coding","VAC14"
"35197","ENSG00000103044","protein_coding","HAS3"
"35198","ENSG00000103047","protein_coding","TANGO6"
"35199","ENSG00000103051","protein_coding","COG4"
"35200","ENSG00000103056","protein_coding","SMPD3"
"35201","ENSG00000103061","protein_coding","SLC7A6OS"
"35202","ENSG00000103064","protein_coding","SLC7A6"
"35203","ENSG00000103066","protein_coding","PLA2G15"
"35204","ENSG00000103067","protein_coding","ESRP2"
"35205","ENSG00000103089","protein_coding","FA2H"
"35206","ENSG00000103091","protein_coding","WDR59"
"35207","ENSG00000103111","protein_coding","MON1B"
"35208","ENSG00000103121","protein_coding","CMC2"
"35209","ENSG00000103126","protein_coding","AXIN1"
"35210","ENSG00000103145","protein_coding","HCFC1R1"
"35211","ENSG00000103148","protein_coding","NPRL3"
"35212","ENSG00000103150","protein_coding","MLYCD"
"35213","ENSG00000103152","protein_coding","MPG"
"35214","ENSG00000103154","protein_coding","NECAB2"
"35215","ENSG00000103160","protein_coding","HSDL1"
"35216","ENSG00000103168","protein_coding","TAF1C"
"35217","ENSG00000103174","protein_coding","NAGPA"
"35218","ENSG00000103175","protein_coding","WFDC1"
"35219","ENSG00000103184","protein_coding","SEC14L5"
"35220","ENSG00000103187","protein_coding","COTL1"
"35221","ENSG00000103194","protein_coding","USP10"
"35222","ENSG00000103196","protein_coding","CRISPLD2"
"35223","ENSG00000103197","protein_coding","TSC2"
"35224","ENSG00000103199","protein_coding","ZNF500"
"35225","ENSG00000103202","protein_coding","NME4"
"35226","ENSG00000103222","protein_coding","ABCC1"
"35227","ENSG00000103226","protein_coding","NOMO3"
"35228","ENSG00000103227","protein_coding","LMF1"
"35229","ENSG00000103241","protein_coding","FOXF1"
"35230","ENSG00000103245","protein_coding","CIAO3"
"35231","ENSG00000103248","protein_coding","MTHFSD"
"35232","ENSG00000103249","protein_coding","CLCN7"
"35233","ENSG00000103253","protein_coding","HAGHL"
"35234","ENSG00000103254","protein_coding","ANTKMT"
"35235","ENSG00000103257","protein_coding","SLC7A5"
"35236","ENSG00000103260","protein_coding","METRN"
"35237","ENSG00000103264","protein_coding","FBXO31"
"35238","ENSG00000103266","protein_coding","STUB1"
"35239","ENSG00000103269","protein_coding","RHBDL1"
"35240","ENSG00000103274","protein_coding","NUBP1"
"35241","ENSG00000103275","protein_coding","UBE2I"
"35242","ENSG00000103310","protein_coding","ZP2"
"35243","ENSG00000103313","protein_coding","MEFV"
"35244","ENSG00000103316","protein_coding","CRYM"
"35245","ENSG00000103319","protein_coding","EEF2K"
"35246","ENSG00000103326","protein_coding","CAPN15"
"35247","ENSG00000103335","protein_coding","PIEZO1"
"35248","ENSG00000103342","protein_coding","GSPT1"
"35249","ENSG00000103343","protein_coding","ZNF174"
"35250","ENSG00000103351","protein_coding","CLUAP1"
"35251","ENSG00000103353","protein_coding","UBFD1"
"35252","ENSG00000103355","protein_coding","PRSS33"
"35253","ENSG00000103356","protein_coding","EARS2"
"35254","ENSG00000103363","protein_coding","ELOB"
"35255","ENSG00000103365","protein_coding","GGA2"
"35256","ENSG00000103375","protein_coding","AQP8"
"35257","ENSG00000103381","protein_coding","CPPED1"
"35258","ENSG00000103404","protein_coding","USP31"
"35259","ENSG00000103415","protein_coding","HMOX2"
"35260","ENSG00000103423","protein_coding","DNAJA3"
"35261","ENSG00000103426","protein_coding","CORO7-PAM16"
"35262","ENSG00000103429","protein_coding","BFAR"
"35263","ENSG00000103449","protein_coding","SALL1"
"35264","ENSG00000103460","protein_coding","TOX3"
